idcliente,duration,previous,housing,campaign,loan,default,target,muestra
2928,41,0,0,11,0,0,0,1
2929,520,0,1,4,0,1,0,1
2930,10,0,0,19,0,0,0,1
2931,39,0,1,6,0,0,0,1
2932,30,0,0,20,0,0,0,1
2933,257,0,0,12,0,0,0,0
2934,63,0,1,4,0,0,0,0
2935,532,0,1,14,0,0,0,1
2936,157,0,1,5,0,0,0,1
2937,454,0,0,2,0,0,0,1
2938,61,0,0,7,0,0,0,1
2939,145,0,0,5,0,0,0,1
2940,128,0,0,12,0,0,0,0
2941,168,0,0,9,0,0,0,1
2942,100,0,0,4,0,0,0,1
2943,20,0,0,8,0,0,0,0
2944,59,0,0,6,0,0,0,1
2945,272,0,0,10,0,0,0,0
2946,148,0,0,4,0,0,0,1
2947,84,0,0,10,0,0,0,1
2948,26,0,0,16,0,0,0,1
2949,94,0,0,6,0,0,0,1
2950,65,0,0,6,0,0,0,0
2951,106,0,0,4,0,0,0,1
2952,105,0,1,6,1,0,0,1
2953,96,0,0,9,0,0,0,1
2954,13,0,0,20,0,0,0,0
2955,130,0,0,10,0,0,0,1
2956,153,0,0,4,0,0,0,0
2957,166,0,1,9,1,0,0,1
2958,49,0,0,4,0,0,0,1
2959,191,0,0,4,0,0,0,0
2960,219,0,0,2,0,0,0,1
2961,63,0,0,8,0,0,0,1
2962,127,0,0,4,0,0,0,0
2963,220,0,0,16,1,0,0,1
2964,102,0,1,4,1,0,0,1
2965,97,0,0,7,0,0,0,1
2966,34,0,0,15,0,0,0,1
2967,91,0,0,8,0,0,0,1
2968,67,0,0,4,0,0,0,0
2969,19,0,0,21,0,0,0,1
2970,60,0,0,3,1,0,0,1
2971,120,0,0,4,0,0,0,1
2972,197,0,0,6,0,0,0,0
2973,214,0,0,8,0,0,0,1
2974,120,0,0,8,0,0,0,1
2975,117,0,0,7,0,1,0,1
2976,263,0,1,12,0,0,0,1
2977,93,0,1,12,1,0,0,0
2978,25,0,0,19,0,1,0,1
2979,145,0,0,3,0,1,0,1
2980,23,0,0,19,0,0,0,0
2981,81,0,0,3,0,0,0,0
2982,202,0,0,6,0,0,0,0
2983,15,0,0,20,0,0,0,0
2984,145,0,0,3,0,1,0,1
2985,82,0,1,7,0,0,0,1
2986,73,0,0,4,0,0,0,1
2987,118,0,0,8,0,0,0,1
2988,211,0,0,6,0,0,0,1
2989,59,0,0,8,0,0,0,1
2990,116,0,1,4,0,0,0,1
2991,161,0,0,4,0,0,0,1
2992,65,0,0,4,0,0,0,1
2993,81,0,0,4,0,1,0,0
2994,282,0,0,2,0,0,0,1
2995,60,0,1,2,0,0,0,1
2996,129,0,0,2,0,0,0,1
2997,192,0,0,2,0,0,0,1
2998,80,0,0,2,0,0,0,1
2999,77,0,1,4,0,0,0,0
3000,63,0,0,2,0,0,0,1
3001,82,0,1,7,0,0,0,0
3002,26,0,0,4,0,0,0,1
3003,12,0,0,21,0,0,0,1
3004,23,0,0,15,0,0,0,1
3005,20,0,0,14,0,0,0,1
3006,93,0,0,25,0,0,0,1
3007,98,0,0,14,0,0,0,0
3008,85,0,1,24,0,0,0,1
3009,27,0,0,16,0,0,0,1
3010,17,0,0,14,0,0,0,1
3011,25,0,0,6,0,0,0,1
3012,64,0,0,11,0,0,0,1
3013,51,0,0,9,0,0,0,1
3014,153,0,0,14,0,0,0,1
3015,429,0,0,3,0,0,0,0
3016,20,0,0,23,0,0,0,1
3017,158,0,0,10,0,0,0,1
3018,140,0,0,9,0,0,0,1
3019,238,0,0,1,0,0,0,1
3020,163,0,0,4,0,0,0,1
3021,35,0,0,13,0,0,0,1
3022,259,0,0,1,0,0,0,1
3023,214,0,0,3,0,0,0,1
3024,147,0,0,2,0,1,0,1
3025,385,0,0,7,0,0,0,0
3026,52,0,0,5,0,0,0,0
3027,26,0,0,19,0,0,0,1
3028,299,0,1,3,0,0,0,0
3029,199,0,0,6,0,0,0,0
3030,7,0,0,13,1,0,0,0
3031,14,0,0,3,0,0,0,0
3032,688,0,1,6,0,0,0,0
3033,42,0,0,2,0,0,0,1
3034,150,0,1,2,0,0,0,1
3035,57,0,1,2,0,0,0,1
3036,120,0,0,2,0,0,0,1
3037,114,0,1,3,1,0,0,1
3038,99,0,0,3,0,0,0,1
3039,50,0,0,3,0,0,0,0
3040,59,0,0,2,0,0,0,1
3041,83,0,0,3,0,0,0,0
3042,41,0,0,2,0,0,0,1
3043,164,0,1,2,0,0,0,1
3044,69,0,0,4,0,0,0,1
3045,36,0,0,2,0,0,0,0
3046,339,0,0,2,0,0,0,0
3047,88,0,0,2,1,0,0,1
3048,213,0,0,4,0,0,0,0
3049,103,0,0,2,0,0,0,1
3050,67,0,0,4,0,1,0,1
3051,273,0,1,2,1,0,0,1
3052,728,0,0,2,1,0,0,0
3053,77,0,0,2,0,0,0,1
3054,186,0,0,2,0,0,0,1
3055,85,0,0,4,0,0,0,0
3056,207,0,0,7,0,0,0,1
3057,133,0,0,4,0,0,0,0
3058,111,0,0,4,0,0,0,1
3059,163,0,0,6,0,0,0,1
3060,436,0,0,4,0,0,0,1
3061,64,0,0,4,1,0,0,1
3062,511,0,0,4,0,0,0,0
3063,961,0,1,4,0,0,0,0
3064,173,0,0,4,0,0,0,1
3065,21,0,0,6,0,0,0,0
3066,58,0,0,2,0,0,0,1
3067,53,0,0,4,0,0,0,0
3068,158,0,0,4,0,0,0,1
3069,27,0,0,7,0,0,0,1
3070,24,0,0,1,1,0,0,1
3071,4,0,1,1,0,0,0,1
3072,51,0,1,1,0,0,0,1
3073,95,0,0,1,0,0,0,1
3074,24,0,1,1,1,0,0,1
3075,81,2,1,1,0,0,0,1
3076,53,0,1,1,1,0,0,1
3077,80,0,0,1,0,0,0,1
3078,324,1,0,1,0,0,0,1
3079,120,0,0,1,0,0,0,0
3080,78,0,1,1,0,0,0,0
3081,123,0,0,1,0,0,0,0
3082,595,0,0,1,0,0,0,1
3083,153,0,1,1,0,0,0,0
3084,96,1,0,1,0,0,0,1
3085,208,1,0,1,0,0,0,1
3086,50,0,1,1,1,0,0,0
3087,377,0,0,1,0,0,0,1
3088,235,0,0,1,0,0,0,1
3089,41,0,1,1,0,0,0,0
3090,57,0,0,1,0,0,0,0
3091,479,0,0,1,1,0,0,0
3092,302,6,0,1,1,0,0,1
3093,81,0,1,1,1,0,0,0
3094,483,1,1,1,0,0,0,0
3095,118,3,1,1,0,0,0,0
3096,125,3,0,1,0,0,0,1
3097,99,0,1,1,0,0,0,1
3098,94,0,1,1,0,0,0,1
3099,581,0,1,1,0,0,0,1
3100,200,0,0,1,1,0,0,0
3101,27,0,0,1,0,0,0,1
3102,79,3,1,2,0,0,0,0
3103,190,1,1,1,0,0,0,0
3104,188,0,1,1,0,0,0,1
3105,251,0,1,2,0,0,0,1
3106,325,0,0,2,0,0,0,0
3107,240,0,0,1,0,0,0,1
3108,158,0,1,1,0,0,0,1
3109,74,1,0,1,1,0,0,1
3110,117,0,1,2,0,0,0,1
3111,101,0,1,2,0,0,0,1
3112,348,0,1,1,1,0,0,1
3113,213,0,1,2,0,0,0,1
3114,732,2,0,1,0,0,0,0
3115,106,0,1,1,1,0,0,1
3116,88,0,0,2,0,0,0,1
3117,690,7,1,1,0,0,0,1
3118,159,2,1,2,1,0,0,0
3119,89,0,1,1,0,0,0,0
3120,99,2,1,1,0,0,0,1
3121,224,1,1,2,1,0,0,1
3122,60,0,1,2,0,0,0,0
3123,1121,0,0,2,0,0,0,1
3124,204,21,0,2,0,0,0,0
3125,360,0,1,2,0,0,0,0
3126,117,3,1,2,1,0,0,1
3127,49,0,1,2,1,0,0,0
3128,176,0,0,2,0,0,0,1
3129,666,0,0,3,0,0,0,0
3130,288,0,1,2,1,0,0,0
3131,145,0,1,2,0,0,0,1
3132,86,0,1,2,1,0,0,1
3133,37,0,0,2,0,0,0,1
3134,499,1,1,2,0,0,0,0
3135,118,0,1,2,1,0,0,1
3136,211,2,0,2,1,0,0,1
3137,960,0,1,2,0,0,0,1
3138,150,0,1,1,0,0,0,1
3139,172,0,0,3,0,0,0,1
3140,48,0,1,2,0,0,0,0
3141,17,1,1,1,0,0,0,1
3142,276,0,1,1,0,0,0,1
3143,252,0,0,3,0,0,0,1
3144,244,0,0,1,0,0,0,0
3145,117,0,0,2,0,0,0,1
3146,68,2,1,1,0,0,0,1
3147,301,0,1,1,0,0,0,0
3148,54,0,1,1,1,0,0,0
3149,544,0,1,1,0,0,0,0
3150,348,0,0,1,0,0,0,0
3151,55,0,1,1,0,0,0,1
3152,341,0,1,1,0,0,0,1
3153,89,0,0,1,0,0,0,0
3154,56,0,1,4,0,0,0,1
3155,58,0,1,1,0,0,0,0
3156,213,0,1,1,0,0,0,0
3157,114,0,1,1,1,0,0,1
3158,340,0,0,2,1,0,0,1
3159,242,2,1,1,0,0,0,0
3160,104,2,1,2,1,0,0,1
3161,86,0,1,1,0,0,0,1
3162,165,1,1,1,0,0,0,0
3163,281,0,1,1,1,0,0,1
3164,509,0,1,1,0,0,0,1
3165,236,0,1,1,0,0,0,0
3166,276,1,1,1,0,0,0,1
3167,74,0,0,1,0,0,0,1
3168,67,0,0,1,0,0,0,0
3169,280,0,0,2,0,0,0,1
3170,114,0,0,1,0,0,0,0
3171,265,1,1,1,0,0,0,1
3172,84,0,1,1,0,0,0,1
3173,77,1,1,1,0,0,0,0
3174,464,0,1,1,0,0,0,1
3175,34,6,1,1,0,0,0,0
3176,103,0,1,1,1,0,0,1
3177,47,0,1,1,0,0,0,1
3178,239,1,1,1,0,0,0,1
3179,118,1,1,2,1,0,0,1
3180,287,0,1,2,0,0,0,1
3181,37,0,1,1,0,0,0,0
3182,500,0,0,1,0,0,0,0
3183,18,0,1,1,0,0,0,1
3184,708,0,1,1,0,0,0,1
3185,120,0,0,2,0,0,0,1
3186,378,0,1,1,0,0,0,1
3187,260,0,1,1,0,0,0,0
3188,31,0,1,1,0,0,0,1
3189,61,0,1,1,0,0,0,1
3190,401,0,1,2,0,0,0,0
3191,63,0,1,2,0,0,0,1
3192,261,0,1,1,0,0,0,0
3193,51,6,1,2,0,0,0,0
3194,474,0,1,3,0,0,0,0
3195,309,0,1,1,1,0,0,1
3196,290,2,1,1,0,0,0,1
3197,177,0,1,2,0,0,0,1
3198,62,1,1,2,0,0,0,0
3199,244,0,1,2,0,0,0,0
3200,144,0,0,2,0,0,0,1
3201,172,2,1,2,0,0,0,1
3202,32,0,1,2,0,0,0,0
3203,139,0,1,2,0,0,0,1
3204,597,1,0,2,1,0,0,1
3205,229,0,1,2,0,0,0,1
3206,129,0,0,2,0,0,0,1
3207,166,5,1,2,0,0,0,1
3208,192,0,1,2,0,0,0,1
3209,79,0,1,3,1,0,0,0
3210,191,0,1,2,0,0,0,1
3211,878,0,0,2,0,0,0,0
3212,217,0,0,2,0,0,0,1
3213,187,0,1,2,0,0,0,1
3214,93,0,1,3,1,0,0,1
3215,177,0,1,2,0,0,0,1
3216,84,0,1,1,0,0,0,1
3217,131,0,0,2,0,0,0,0
3218,810,0,1,2,0,0,0,1
3219,583,0,1,2,0,0,0,1
3220,411,1,0,3,0,0,0,0
3221,84,0,1,2,0,0,0,1
3222,72,5,1,2,0,0,0,0
3223,51,0,1,4,0,0,0,0
3224,342,4,1,2,0,0,0,0
3225,99,0,1,1,0,0,0,0
3226,189,5,1,1,1,0,0,1
3227,437,0,0,1,0,1,0,0
3228,166,2,1,3,1,0,0,1
3229,459,0,1,3,0,0,0,0
3230,139,3,1,1,0,0,0,1
3231,80,0,1,1,0,0,0,1
3232,180,6,1,1,0,0,0,1
3233,158,0,1,1,1,0,0,1
3234,149,2,1,1,1,0,0,0
3235,121,1,1,1,0,0,0,1
3236,247,0,1,2,0,0,0,1
3237,251,0,1,4,0,0,0,1
3238,252,0,1,2,0,0,0,1
3239,740,0,1,1,1,0,0,1
3240,375,0,1,1,1,0,0,0
3241,184,2,1,2,0,0,0,0
3242,718,0,0,1,0,0,0,1
3243,192,3,1,1,1,0,0,1
3244,189,0,0,1,0,0,0,1
3245,305,3,0,1,0,0,0,0
3246,158,0,1,1,1,0,0,1
3247,187,0,0,1,0,0,0,1
3248,143,3,0,1,0,0,0,1
3249,114,3,1,1,0,0,0,1
3250,112,0,1,1,0,0,0,1
3251,309,0,0,1,0,0,0,1
3252,589,4,0,1,1,0,0,0
3253,73,0,1,5,0,0,0,1
3254,155,2,1,1,1,0,0,1
3255,139,4,1,1,0,0,0,0
3256,175,2,1,1,0,0,0,1
3257,375,1,1,1,0,0,0,1
3258,46,3,1,2,1,0,0,0
3259,79,0,0,3,1,0,0,0
3260,233,0,1,2,1,0,0,1
3261,171,0,0,1,0,0,0,0
3262,144,0,1,1,0,0,0,1
3263,75,5,1,2,0,0,0,1
3264,140,0,0,2,0,0,0,1
3265,219,0,1,2,1,0,0,0
3266,66,0,0,1,0,0,0,1
3267,268,0,1,1,0,0,0,1
3268,145,0,1,2,0,0,0,1
3269,200,0,0,1,0,0,0,1
3270,498,0,0,1,0,0,0,0
3271,138,1,1,1,0,0,0,1
3272,357,0,0,1,0,0,0,0
3273,402,5,1,1,0,0,0,0
3274,289,0,1,3,0,0,0,1
3275,74,1,0,1,1,0,0,0
3276,621,0,1,2,0,0,0,0
3277,137,0,1,1,0,0,0,1
3278,196,0,1,1,1,0,0,0
3279,126,0,1,2,0,0,0,0
3280,274,0,1,2,0,0,0,1
3281,169,2,0,1,0,0,0,1
3282,87,0,1,1,0,0,0,1
3283,117,0,0,1,0,0,0,1
3284,755,0,0,1,0,0,0,1
3285,116,0,0,5,0,0,0,1
3286,186,0,1,1,1,0,0,0
3287,477,0,1,1,0,0,0,0
3288,59,0,1,1,0,0,0,1
3289,125,0,0,2,0,0,0,1
3290,392,0,1,3,1,0,0,0
3291,295,2,1,1,1,0,0,1
3292,124,0,0,2,0,0,0,1
3293,145,0,0,1,0,0,0,1
3294,161,0,0,2,0,0,0,0
3295,175,1,1,1,0,0,0,1
3296,164,0,0,3,0,0,0,0
3297,559,2,1,1,0,0,0,0
3298,21,0,1,10,0,1,0,1
3299,1065,1,1,1,0,0,0,1
3300,118,0,0,1,0,0,0,1
3301,77,0,0,1,0,0,0,1
3302,62,0,1,1,1,0,0,1
3303,359,5,0,2,1,0,0,0
3304,640,5,0,1,0,0,0,1
3305,88,1,1,1,0,0,0,0
3306,625,0,0,1,0,0,0,1
3307,120,4,0,2,1,0,0,0
3308,154,0,1,2,0,0,0,1
3309,273,0,0,2,0,0,0,1
3310,73,3,1,2,1,0,0,1
3311,163,0,1,2,1,0,0,1
3312,162,0,1,4,0,0,0,0
3313,174,0,1,2,0,0,0,1
3314,130,2,1,3,0,0,0,0
3315,191,1,1,2,0,0,0,0
3316,635,2,1,3,0,0,0,0
3317,172,0,1,3,0,0,0,1
3318,121,0,1,2,0,0,0,1
3319,178,0,1,2,0,0,0,1
3320,67,6,1,2,0,0,0,1
3321,194,3,1,2,0,0,0,1
3322,475,0,1,2,0,0,0,0
3323,501,0,0,4,0,0,0,1
3324,146,7,0,3,0,0,0,1
3325,182,0,1,2,0,0,0,1
3326,44,0,0,2,0,0,0,0
3327,126,1,1,2,0,0,0,1
3328,323,0,1,2,1,0,0,0
3329,52,0,0,3,0,0,0,1
3330,107,0,1,2,1,0,0,1
3331,255,1,1,6,1,0,0,1
3332,800,0,0,6,0,0,0,0
3333,635,0,1,6,0,0,0,1
3334,143,0,0,6,0,0,0,1
3335,340,0,1,2,0,0,0,1
3336,21,0,0,1,0,0,0,1
3337,136,0,1,1,0,0,0,1
3338,68,4,0,1,0,0,0,1
3339,142,2,1,2,0,0,0,1
3340,251,0,0,1,0,0,0,1
3341,428,0,1,1,0,0,0,1
3342,505,4,1,1,0,0,0,1
3343,884,0,1,2,1,0,0,1
3344,71,2,1,1,0,0,0,1
3345,157,0,1,1,0,0,0,1
3346,42,0,1,1,0,0,0,0
3347,422,0,0,1,0,0,0,1
3348,128,0,1,5,0,0,0,1
3349,120,0,0,1,0,0,0,1
3350,60,0,0,1,0,0,0,0
3351,175,0,1,1,1,0,0,1
3352,88,0,1,2,1,0,0,1
3353,60,0,0,1,0,0,0,1
3354,167,1,1,1,0,0,0,1
3355,128,0,1,1,0,0,0,1
3356,171,2,1,1,0,0,0,0
3357,26,2,1,1,0,0,0,1
3358,91,0,0,1,0,0,0,1
3359,1031,0,0,6,1,0,0,0
3360,220,1,1,1,0,0,0,1
3361,290,0,1,2,0,0,0,0
3362,371,0,0,1,0,0,0,0
3363,86,0,1,1,0,0,0,1
3364,81,3,0,2,0,0,0,0
3365,232,0,0,1,0,0,0,1
3366,301,1,1,1,0,0,0,1
3367,69,2,1,1,0,0,0,1
3368,89,0,1,1,0,0,0,1
3369,139,0,1,1,0,0,0,1
3370,410,0,0,1,0,0,0,1
3371,775,0,0,1,0,0,0,1
3372,200,0,0,1,1,0,0,0
3373,160,4,1,1,0,0,0,1
3374,356,0,1,1,0,0,0,0
3375,57,4,1,6,0,0,0,1
3376,70,0,0,2,0,0,0,0
3377,83,4,0,3,0,0,0,1
3378,554,0,1,2,0,0,0,1
3379,454,0,0,5,0,0,0,1
3380,141,0,0,2,0,0,0,1
3381,153,2,1,2,0,0,0,1
3382,184,1,0,1,0,0,0,1
3383,73,0,0,1,0,0,0,1
3384,184,0,0,1,0,0,0,1
3385,123,0,0,1,0,0,0,1
3386,168,0,0,1,1,0,0,1
3387,96,0,0,1,0,0,0,0
3388,111,0,0,2,1,0,0,1
3389,214,0,1,1,0,0,0,1
3390,283,0,1,1,0,0,0,1
3391,266,0,0,3,0,0,0,0
3392,633,2,0,2,0,0,0,1
3393,149,0,1,2,0,0,0,0
3394,47,0,1,1,1,0,0,1
3395,107,0,1,2,0,0,0,1
3396,140,0,1,1,0,0,0,1
3397,195,1,1,3,1,0,0,1
3398,340,2,0,2,0,0,0,1
3399,77,7,1,3,0,0,0,1
3400,43,2,1,4,0,0,0,1
3401,179,0,1,2,0,0,0,0
3402,148,0,0,2,1,0,0,0
3403,41,0,0,1,0,0,0,1
3404,147,0,0,1,1,0,0,0
3405,264,0,1,1,1,0,0,0
3406,57,0,1,3,0,0,0,1
3407,399,0,1,2,0,0,0,0
3408,115,0,0,3,0,0,0,1
3409,97,0,0,2,1,0,0,1
3410,136,2,1,3,0,0,0,1
3411,591,0,1,3,0,0,0,1
3412,441,0,0,4,0,0,0,1
3413,197,0,0,7,1,0,0,1
3414,194,8,1,4,1,0,0,0
3415,197,1,1,4,0,0,0,1
3416,292,6,1,2,0,0,0,1
3417,367,0,1,8,0,0,0,1
3418,182,0,0,2,0,0,0,1
3419,87,0,0,3,0,0,0,1
3420,104,3,1,4,0,0,0,0
3421,37,1,1,2,0,0,0,1
3422,159,0,0,2,1,0,0,1
3423,116,0,1,2,0,0,0,1
3424,675,0,1,1,0,1,0,0
3425,289,0,0,1,1,0,0,1
3426,248,0,1,1,0,0,0,1
3427,714,0,0,1,0,0,0,1
3428,104,0,0,1,0,0,0,1
3429,104,2,0,1,0,0,0,1
3430,76,0,1,1,0,0,0,1
3431,167,0,1,1,1,0,0,1
3432,183,2,1,1,0,0,0,0
3433,195,0,1,1,0,0,0,1
3434,501,0,0,3,0,0,0,1
3435,30,0,1,1,0,0,0,1
3436,53,0,0,1,1,0,0,0
3437,174,0,1,1,0,0,0,1
3438,57,0,1,6,0,0,0,1
3439,105,0,1,1,0,0,0,1
3440,114,0,0,3,0,0,0,1
3441,132,1,1,1,1,0,0,0
3442,43,0,1,1,0,0,0,0
3443,66,1,1,1,0,0,0,0
3444,81,0,1,1,1,0,0,1
3445,41,0,1,1,0,0,0,1
3446,58,1,1,1,0,0,0,0
3447,201,2,0,1,0,0,0,0
3448,221,0,0,1,0,0,0,1
3449,1182,0,0,1,0,0,0,0
3450,81,0,1,1,1,0,0,1
3451,63,0,0,1,1,0,0,1
3452,278,0,0,6,1,0,0,1
3453,79,2,0,1,0,0,0,0
3454,167,0,0,1,0,0,0,1
3455,160,3,0,3,1,0,0,0
3456,166,0,1,1,1,0,0,1
3457,365,2,1,1,0,0,0,0
3458,202,5,1,1,0,0,0,1
3459,48,0,1,1,0,0,0,1
3460,744,0,0,2,0,0,0,0
3461,79,1,1,1,1,0,0,1
3462,233,0,0,1,0,0,0,1
3463,26,0,0,1,0,0,0,1
3464,84,0,1,2,1,0,0,0
3465,183,1,0,3,1,0,0,1
3466,180,0,1,1,0,1,0,0
3467,104,0,0,3,0,0,0,0
3468,206,3,1,2,0,0,0,0
3469,82,5,1,1,1,0,0,0
3470,102,0,1,1,0,0,0,1
3471,24,0,0,5,0,0,0,1
3472,219,2,1,2,0,0,0,1
3473,103,0,1,1,0,0,0,1
3474,50,0,0,1,0,0,0,0
3475,44,1,1,4,1,0,0,1
3476,18,0,0,9,1,1,0,0
3477,127,0,0,2,0,0,0,1
3478,75,0,0,5,0,0,0,1
3479,161,0,0,2,0,0,0,1
3480,53,1,1,1,0,0,0,0
3481,72,0,1,1,0,0,0,1
3482,182,2,1,1,0,0,0,1
3483,158,0,1,1,0,0,0,1
3484,362,0,0,1,0,0,0,1
3485,527,2,1,1,0,0,0,1
3486,718,0,0,1,1,0,0,0
3487,68,0,1,1,0,0,0,1
3488,222,0,1,6,1,0,0,1
3489,79,0,1,3,0,0,0,0
3490,224,1,1,2,1,0,0,1
3491,10,0,1,7,1,0,0,1
3492,207,0,0,1,0,0,0,0
3493,139,0,1,3,0,0,0,1
3494,181,0,0,2,0,0,0,1
3495,197,4,0,2,1,0,0,1
3496,39,0,0,9,0,0,0,1
3497,25,0,0,3,0,0,0,0
3498,165,0,1,2,0,0,0,1
3499,90,0,1,2,1,0,0,0
3500,164,0,1,3,0,0,0,1
3501,156,0,1,2,0,0,0,1
3502,129,0,0,2,0,0,0,1
3503,129,0,0,4,0,0,0,1
3504,382,0,1,3,0,0,0,1
3505,330,0,1,2,1,0,0,0
3506,271,0,1,2,0,0,0,0
3507,432,1,1,2,0,0,0,1
3508,104,0,0,2,0,0,0,0
3509,168,0,0,2,1,0,0,1
3510,158,0,1,7,1,0,0,0
3511,8,0,0,3,0,0,0,1
3512,8,0,1,3,0,0,0,1
3513,51,2,1,5,0,0,0,1
3514,53,0,1,2,0,0,0,1
3515,10,0,0,3,0,0,0,1
3516,61,1,0,7,1,0,0,1
3517,34,0,0,2,0,0,0,1
3518,643,0,1,3,0,0,0,0
3519,291,0,0,1,0,0,0,1
3520,232,0,0,1,0,0,0,0
3521,338,0,0,1,0,0,0,1
3522,130,2,1,1,0,0,0,1
3523,119,0,0,1,0,0,0,1
3524,223,2,1,1,0,0,0,1
3525,204,0,1,1,0,0,0,0
3526,558,0,0,1,0,0,0,1
3527,389,0,0,1,1,0,0,1
3528,263,0,0,2,0,0,0,0
3529,309,0,0,1,0,0,0,1
3530,227,0,0,1,0,0,0,1
3531,90,0,0,1,0,0,0,1
3532,244,0,0,1,0,0,0,0
3533,402,0,0,2,0,0,0,1
3534,301,0,0,1,1,0,0,0
3535,56,0,0,1,0,0,0,0
3536,103,2,1,1,0,0,0,1
3537,574,0,0,1,0,0,0,0
3538,156,0,0,1,0,0,0,1
3539,461,2,0,2,1,0,0,1
3540,100,0,0,1,0,0,0,1
3541,52,0,1,1,0,0,0,1
3542,158,2,1,1,0,0,0,0
3543,70,0,0,1,0,0,0,1
3544,60,0,0,1,0,0,0,0
3545,507,4,0,1,1,0,0,1
3546,51,0,0,1,0,0,0,1
3547,144,2,1,1,0,0,0,1
3548,66,3,1,2,0,0,0,1
3549,29,0,0,1,0,0,0,0
3550,445,1,1,1,0,0,0,1
3551,169,0,1,2,0,0,0,1
3552,87,0,1,2,0,0,0,1
3553,1972,0,1,2,0,0,0,1
3554,98,6,0,1,0,0,0,1
3555,246,0,0,1,0,0,0,1
3556,92,0,0,1,0,0,0,1
3557,271,0,0,2,0,0,0,0
3558,64,0,0,3,0,0,0,1
3559,873,0,0,3,0,0,0,0
3560,554,0,0,2,0,0,0,0
3561,294,0,0,3,0,0,0,1
3562,320,0,0,2,0,0,0,0
3563,144,0,0,2,0,0,0,0
3564,145,5,1,1,0,0,0,1
3565,52,2,1,1,0,0,0,1
3566,103,13,1,1,0,0,0,1
3567,241,2,1,1,0,0,0,1
3568,121,3,1,1,1,0,0,1
3569,150,3,1,1,1,0,0,1
3570,238,0,0,1,0,0,0,1
3571,113,0,0,1,0,0,0,0
3572,110,4,1,1,0,0,0,1
3573,140,0,0,1,0,0,0,1
3574,503,0,0,1,0,0,0,0
3575,450,0,0,1,0,0,0,0
3576,305,2,1,2,0,0,0,0
3577,284,2,1,2,0,0,0,1
3578,71,1,1,1,0,0,0,1
3579,339,0,1,2,0,0,0,1
3580,259,0,0,1,0,0,0,1
3581,61,1,1,1,0,0,0,1
3582,61,0,1,1,0,0,0,1
3583,373,0,1,1,0,0,0,1
3584,55,0,1,1,0,0,0,1
3585,188,5,1,1,1,0,0,0
3586,121,1,1,1,0,0,0,1
3587,136,0,1,1,0,0,0,1
3588,181,0,1,1,1,0,0,1
3589,86,0,0,1,1,0,0,1
3590,220,0,0,2,0,0,0,1
3591,300,0,0,1,0,0,0,1
3592,114,0,1,1,0,0,0,0
3593,324,0,0,1,1,0,0,1
3594,219,1,1,1,0,0,0,1
3595,394,0,0,1,0,0,0,0
3596,507,2,1,1,0,0,0,1
3597,685,0,0,1,0,0,0,1
3598,89,0,0,2,0,0,0,1
3599,57,0,0,1,0,0,0,1
3600,222,0,0,1,0,0,0,1
3601,99,7,1,2,1,0,0,1
3602,81,2,1,1,0,0,0,0
3603,188,2,1,1,0,0,0,0
3604,344,0,1,1,0,0,0,1
3605,549,0,1,2,0,0,0,0
3606,571,0,0,1,0,0,0,0
3607,243,0,1,1,0,0,0,1
3608,537,0,1,1,0,0,0,0
3609,226,0,0,2,0,0,0,0
3610,126,0,0,1,0,0,0,0
3611,83,0,0,2,0,0,0,1
3612,41,2,0,2,0,0,0,1
3613,125,7,0,2,0,0,0,1
3614,236,2,1,2,0,0,0,1
3615,375,0,1,2,0,0,0,0
3616,202,0,1,2,1,0,0,0
3617,202,0,0,2,0,0,0,1
3618,191,0,0,2,0,0,0,1
3619,127,1,1,2,1,0,0,1
3620,162,1,1,2,0,0,0,1
3621,73,0,0,2,0,0,0,1
3622,236,0,1,2,0,0,0,1
3623,185,1,1,2,0,0,0,1
3624,309,0,0,3,0,0,0,1
3625,177,3,0,3,1,0,0,1
3626,521,7,0,3,0,0,0,1
3627,445,1,1,1,0,0,0,1
3628,795,0,0,1,0,0,0,1
3629,158,0,1,1,0,0,0,1
3630,346,0,0,1,0,0,0,0
3631,195,0,1,2,1,0,0,1
3632,138,2,1,1,0,0,0,1
3633,219,1,1,1,0,0,0,1
3634,153,6,1,1,0,0,0,1
3635,89,0,0,1,0,0,0,0
3636,643,0,0,1,0,0,0,0
3637,283,0,0,1,1,0,0,1
3638,175,1,1,2,0,0,0,1
3639,77,2,0,1,0,0,0,1
3640,150,1,1,1,1,0,0,1
3641,44,4,1,1,0,0,0,1
3642,402,2,1,2,0,0,0,0
3643,85,0,0,2,0,0,0,1
3644,225,0,0,1,0,0,0,1
3645,67,0,1,1,0,0,0,0
3646,103,0,0,1,0,0,0,0
3647,181,3,1,1,0,0,0,0
3648,299,0,1,1,1,0,0,1
3649,152,0,0,1,0,0,0,1
3650,135,0,1,1,0,0,0,0
3651,75,0,0,1,0,0,0,1
3652,393,4,1,1,0,0,0,1
3653,138,0,1,2,1,0,0,1
3654,63,0,1,1,0,0,0,1
3655,215,0,0,2,0,0,0,1
3656,113,0,1,2,0,0,0,0
3657,446,1,1,2,0,0,0,1
3658,264,2,1,1,0,0,0,0
3659,210,0,1,1,0,0,0,1
3660,342,0,0,1,0,0,0,1
3661,134,2,1,1,0,0,0,0
3662,212,0,1,1,1,0,0,1
